"","dates","titles","push","id","topic","theme","score","score2"
"5222",2017-07-12,"[新聞] 出席青年領袖營 傅<U+5D10>萁：前瞻在花你們的",-24,"M.1499854502.A.332","前瞻計畫","政治",0.1,0.1
"5223",2017-07-12,"[新聞] 再批前瞻預算 黃國昌：原來不是算錯是剪",92,"M.1499856250.A.FAD","前瞻計畫","政治",1,1
"5224",2017-07-12,"Re: [新聞] 再批前瞻預算 黃國昌：原來不是算錯是剪",2,"M.1499857605.A.561","前瞻計畫","政治",0.5,0.5
"5225",2017-07-12,"Re: [新聞] 林全：前瞻4年後　彰化外海有500座風力發",4,"M.1499857656.A.4F1","前瞻計畫","政治",0.5,0.5
"5226",2017-07-12,"Re: [新聞] 林全：前瞻4年後　彰化外海有500座風力發",5,"M.1499861858.A.F78","前瞻計畫","政治",0.5,0.5
"5227",2017-07-12,"[爆卦] 徐榛蔚開砲前瞻預算花蓮100萬被蕭美琴打臉",3,"M.1499865855.A.50F","前瞻計畫","政治",0.5,0.5
"5228",2017-07-12,"Re: [ＦＢ] 洪慈庸FB: 前瞻應將少子化納入",1,"M.1499866640.A.11C","前瞻計畫","政治",0.5,0.5
"5229",2017-07-12,"Re: [新聞] 林全：前瞻4年後　彰化外海有500座風力發",0,"M.1499866869.A.4A3","前瞻計畫","政治",0.1,0.1
"5230",2017-07-12,"Re: [新聞] 林全：前瞻4年後　彰化外海有500座風力發",-1,"M.1499869442.A.C9D","前瞻計畫","政治",0.1,0.1
"5231",2017-07-12,"[新聞] 前瞻1張紙變好幾箱逼2天看完 人渣文本:欠幹",-1,"M.1499871675.A.952","前瞻計畫","政治",0.1,0.1
"5232",2017-07-12,"[新聞] 前瞻1張紙變好幾箱逼2天看完　人渣文",5,"M.1499873518.A.8DE","前瞻計畫","政治",0.5,0.5
"5233",2017-07-12,"Re: [新聞] 林全：前瞻4年後　彰化外海有500座風力發",54,"M.1499874535.A.DE2","前瞻計畫","政治",1,1
"5234",2017-07-13,"[問卦] 前瞻計畫是不是大撒幣計畫",-1,"M.1499879929.A.7D0","前瞻計畫","政治",0.1,0.1
"5235",2017-07-13,"Re: [新聞] 林全：前瞻4年後　彰化外海有500座風力發",7,"M.1499881325.A.DA8","前瞻計畫","政治",0.5,0.5
"5236",2017-07-13,"Re: [新聞] 林全：前瞻4年後　彰化外海有500座風",5,"M.1499883951.A.A98","前瞻計畫","政治",0.5,0.5
"5237",2017-07-13,"Re: [新聞] 不反前瞻計畫　柯Ｐ：反對軌道建設由多個",2,"M.1499889314.A.A80","前瞻計畫","政治",0.5,0.5
"5238",2017-07-13,"[新聞] 前瞻4年4200億元　主計長：GDP增加0.1百",5,"M.1499905402.A.31E","前瞻計畫","政治",0.5,0.5
"5239",2017-07-13,"[新聞] 前瞻無落日條款遭批 柯建銘：執行完畢就",-8,"M.1499908137.A.44A","前瞻計畫","政治",0.1,0.1
"5240",2017-07-13,"Re: [新聞] 再批前瞻預算 黃國昌：原來不是算錯是剪",5,"M.1499908322.A.F79","前瞻計畫","政治",0.5,0.5
"5241",2017-07-13,"Re: [新聞] 林全盼前瞻4年後彰化風電機有500支 詹長權",3,"M.1499909523.A.4BB","前瞻計畫","政治",0.5,0.5
"5242",2017-07-13,"Re: [新聞] 再批前瞻預算 黃國昌：原來不是算錯是剪",-5,"M.1499910666.A.1E5","前瞻計畫","政治",0.1,0.1
"5243",2017-07-13,"[新聞] 買電腦修馬路也叫前瞻建設？ 立委：令人",27,"M.1499911562.A.1DD","前瞻計畫","政治",0.5,0.5
"5244",2017-07-13,"[新聞] 陳長文：擋前瞻再繳械 留國民黨何用",7,"M.1499911816.A.88A","前瞻計畫","政治",0.5,0.5
"5245",2017-07-13,"Re: [新聞] 買電腦修馬路也叫前瞻建設？ 立委：令人",2,"M.1499913165.A.C1D","前瞻計畫","政治",0.5,0.5
"5246",2017-07-13,"Re: [新聞] 前瞻無落日條款遭批 柯建銘：執行完畢就",2,"M.1499915995.A.A79","前瞻計畫","政治",0.5,0.5
"5247",2017-07-13,"Re: [新聞] 林全：前瞻4年 風電可望超過核一核二[影]",7,"M.1499916638.A.32D","前瞻計畫","政治",0.5,0.5
"5248",2017-07-13,"[新聞] 前瞻審查立院開打！扯髮掐頸呼巴掌",13,"M.1499919353.A.111","前瞻計畫","政治",0.5,0.5
"5249",2017-07-13,"Re: [新聞] 買電腦修馬路也叫前瞻建設？ 立委：令人",2,"M.1499927937.A.BFD","前瞻計畫","政治",0.5,0.5
"5250",2017-07-13,"Re: [新聞] 林全：前瞻4年後　彰化外海有500座風力發",17,"M.1499928410.A.300","前瞻計畫","政治",0.5,0.5
"5251",2017-07-13,"[新聞] 【前瞻預算】因應少子化 花2億送育兒百寶",1,"M.1499928889.A.88B","前瞻計畫","政治",0.5,0.5
"5252",2017-07-13,"Re: [新聞] 【前瞻預算】因應少子化 花2億送育兒百寶",9,"M.1499929420.A.2EF","前瞻計畫","政治",0.5,0.5
"5253",2017-07-13,"Re: [新聞] 林全盼前瞻4年後彰化風電機有500支詹長權",6,"M.1499929809.A.865","前瞻計畫","政治",0.5,0.5
"5254",2017-07-13,"Re: [新聞] 林全：前瞻4年後　彰化外海有500座風力發",-2,"M.1499930551.A.771","前瞻計畫","政治",0.1,0.1
"5255",2017-07-13,"Re: [新聞] 【前瞻預算】因應少子化 花2億送育兒百寶",10,"M.1499930746.A.42F","前瞻計畫","政治",0.5,0.5
"5256",2017-07-13,"Re: [新聞] 林全：前瞻4年後　彰化外海有500座風力發",8,"M.1499934401.A.3CD","前瞻計畫","政治",0.5,0.5
"5257",2017-07-13,"[新聞] 藍綠立委今晚一起睡議場 林全報告前瞻等",13,"M.1499941670.A.339","前瞻計畫","政治",0.5,0.5
"5258",2017-07-13,"Re: [新聞] 林全：前瞻4年後　彰化外海有500座風",5,"M.1499942950.A.BBB","前瞻計畫","政治",0.5,0.5
"5259",2017-07-13,"[新聞] 陳建宇︰前瞻軌道 100％可砍掉",0,"M.1499948971.A.1C6","前瞻計畫","政治",0.1,0.1
"5260",2017-07-13,"[新聞] 前瞻首期預算上千億 估創逾3萬就業機會",-3,"M.1499957939.A.0AF","前瞻計畫","政治",0.1,0.1
"5261",2017-07-13,"Re: [新聞] 林全：前瞻4年後　彰化外海有500座風",3,"M.1499960370.A.E48","前瞻計畫","政治",0.5,0.5
"5262",2017-07-14,"[新聞] 只給兩天消化前瞻 國民黨怒了、柯建銘病",11,"M.1499982675.A.C42","前瞻計畫","政治",0.5,0.5
"5263",2017-07-14,"[新聞] 審前瞻藍綠混戰 邱議瑩遭甩巴掌",41,"M.1499990909.A.D02","前瞻計畫","政治",0.5,0.5
"5264",2017-07-14,"Re: [新聞] 審前瞻藍綠混戰 邱議瑩遭甩巴掌",0,"M.1499995133.A.8A1","前瞻計畫","政治",0.1,0.1
"5265",2017-07-14,"[新聞] 立院前瞻開打 林為洲水球神準命中吳秉叡",243,"M.1499999308.A.DBA","前瞻計畫","政治",3,2
"5266",2017-07-14,"Re: [新聞] 立院前瞻開打 林為洲水球神準命中吳秉叡",4,"M.1500000168.A.4AA","前瞻計畫","政治",0.5,0.5
"5267",2017-07-14,"Re: [新聞] 立院前瞻開打 林為洲水球神準命中吳秉叡",7,"M.1500000459.A.03D","前瞻計畫","政治",0.5,0.5
"5268",2017-07-14,"Re: [新聞] 立院前瞻開打 林為洲水球神準命中吳秉叡",3,"M.1500001355.A.8BB","前瞻計畫","政治",0.5,0.5
"5269",2017-07-14,"[新聞] 砸椅又潑水 為前瞻朝野立委再次大打出手",6,"M.1500003113.A.BAE","前瞻計畫","政治",0.5,0.5
"5270",2017-07-14,"[ＦＢ] 劉宇  睹林全修前瞻",-6,"M.1500008324.A.A73","前瞻計畫","政治",0.1,0.1
"5271",2017-07-14,"[問卦] 可以用前瞻的錢把東芝買下來嗎?",7,"M.1500011312.A.F62","前瞻計畫","政治",0.5,0.5
"5272",2017-07-14,"[問卦] 前瞻VS消費券，GDP成長率誰勝？",9,"M.1500011877.A.7D4","前瞻計畫","政治",0.5,0.5
"5273",2017-07-14,"[問卦] 如果換個想法思考前瞻鐵路建設？",1,"M.1500013277.A.64B","前瞻計畫","政治",0.5,0.5
"5274",2017-07-14,"Re: [新聞] 立院前瞻開打 林為洲水球神準命中吳",2,"M.1500014136.A.A4D","前瞻計畫","政治",0.5,0.5
"5275",2017-07-14,"[ＦＢ] 林全-前瞻基礎建設計畫第一期特別預算案",6,"M.1500015725.A.CC2","前瞻計畫","政治",0.5,0.5
"5276",2017-07-14,"[新聞] 砸水球、丟椅子　立院審前瞻全武行朝野",13,"M.1500016962.A.371","前瞻計畫","政治",0.5,0.5
"5277",2017-07-14,"Re: [新聞] 砸水球、丟椅子　立院審前瞻全武行朝野",-3,"M.1500017986.A.E6D","前瞻計畫","政治",0.1,0.1
"5278",2017-07-14,"[問卦] 服貿協議VS前瞻計畫",4,"M.1500021569.A.BB3","前瞻計畫","政治",0.5,0.5
"5279",2017-07-14,"[新聞] 藍綠為前瞻打群架　徐永明罵國民黨：讓",5,"M.1500025436.A.361","前瞻計畫","政治",0.5,0.5
"5280",2017-07-14,"Re: [新聞] 藍綠為前瞻打群架　徐永明罵國民黨：讓",10,"M.1500027565.A.D1E","前瞻計畫","政治",0.5,0.5
"5281",2017-07-14,"[新聞] 砸水球.丟椅子沒共識 前瞻預算表決付委",5,"M.1500027930.A.3FD","前瞻計畫","政治",0.5,0.5
"5282",2017-07-15,"[新聞] 鼓勵生育！前瞻計畫買尿布　林全：少子化",-18,"M.1500051331.A.2D2","前瞻計畫","政治",0.1,0.1
"5283",2017-07-15,"[問卦] 前瞻是萬靈丹還是維他命？",6,"M.1500052272.A.0B4","前瞻計畫","政治",0.5,0.5
"5284",2017-07-15,"[新聞] 黃國書身手了得 前瞻預算衝突連擋多顆水",9,"M.1500087036.A.6E1","前瞻計畫","政治",0.5,0.5
"5285",2017-07-15,"[新聞] 前瞻納育兒百寶箱惹議 林全：盡點心意",-24,"M.1500120221.A.BCF","前瞻計畫","政治",0.1,0.1
"5286",2017-07-15,"Re: [問卦] 8800億拿來鼓勵生育有沒有用啊？",3,"M.1500126261.A.44B","前瞻計畫","政治",0.5,0.5
"5287",2017-07-15,"Re: [新聞] 立院前瞻開打 林為洲水球神準命中吳秉叡",-1,"M.1500130881.A.2B2","前瞻計畫","政治",0.1,0.1
"5288",2017-07-16,"[新聞] 立院新報告:若前瞻執行效益低 恐債留子孫",29,"M.1500170022.A.F8F","前瞻計畫","政治",0.5,0.5
"5289",2017-07-16,"[新聞] 前瞻亂編 預算中心：浪費公帑",56,"M.1500176333.A.769","前瞻計畫","政治",1,1
"5290",2017-07-16,"Re: [新聞] 前瞻亂編 預算中心：浪費公帑",5,"M.1500176750.A.B9B","前瞻計畫","政治",0.5,0.5
"5291",2017-07-16,"[新聞] 教育部400億前瞻 4成修繕運動場館",7,"M.1500182968.A.492","前瞻計畫","政治",0.5,0.5
"5292",2017-07-16,"[新聞] 不滿前瞻拿來蓋大樓、買機車　藍委：食安",1,"M.1500187473.A.4CE","前瞻計畫","政治",0.5,0.5
"5293",2017-07-16,"[問卦] 有沒有前瞻是在複製高雄成功經驗的八卦?",6,"M.1500188282.A.25B","前瞻計畫","政治",0.5,0.5
"5294",2017-07-16,"[問卦] 前瞻為何不投資在新創事業上？",13,"M.1500193978.A.FBD","前瞻計畫","政治",0.5,0.5
"5295",2017-07-16,"[新聞] 前瞻預算案付委 財政部：舉債空間足夠",6,"M.1500214792.A.9C0","前瞻計畫","政治",0.5,0.5
"5296",2017-07-16,"[ＦＢ] 公民廟口-立委在做天在看: 前瞻現場錄音",7,"M.1500215240.A.C88","前瞻計畫","政治",0.5,0.5
"5297",2017-07-17,"[新聞] 前瞻送育兒百寶箱　衛福部：沒有消化預算",5,"M.1500229526.A.051","前瞻計畫","政治",0.5,0.5
"5298",2017-07-17,"[問卦] 所以說前瞻計畫到底有無必要?",0,"M.1500257679.A.7E8","前瞻計畫","政治",0.1,0.1
"5299",2017-07-17,"[新聞] 前瞻9億建停車場 補助標準分5級",22,"M.1500258400.A.828","前瞻計畫","政治",0.5,0.5
"5300",2017-07-17,"Re: [問卦] 所以說前瞻計畫到底有無必要?",3,"M.1500259757.A.961","前瞻計畫","政治",0.5,0.5
"5301",2017-07-17,"[新聞] 前瞻計畫養人才！科技部要培育下個愛因斯坦",-14,"M.1500271882.A.B9E","前瞻計畫","政治",0.1,0.1
"5302",2017-07-17,"[新聞] 前瞻預算4天聯審　國民黨嗆「做好武鬥的",2,"M.1500272038.A.B0D","前瞻計畫","政治",0.5,0.5
"5303",2017-07-17,"Re: [新聞] 前瞻預算4天聯審　國民黨嗆「做好武鬥的",1,"M.1500272942.A.DA7","前瞻計畫","政治",0.5,0.5
"5304",2017-07-17,"[新聞] 左批賀陳旦、右打基隆輕軌 柯P前瞻砲火猛",18,"M.1500273414.A.A0A","前瞻計畫","政治",0.5,0.5
"5305",2017-07-17,"[新聞] 前瞻預算審查延長會議 綠要推進至詢答程",4,"M.1500287929.A.C6D","前瞻計畫","政治",0.5,0.5
"5306",2017-07-17,"[新聞] 中評：洪秀柱前瞻性的理念是給國民黨的重",-4,"M.1500294839.A.6F2","前瞻計畫","政治",0.1,0.1
"5307",2017-07-17,"[新聞] 前瞻特別預算遭批4缺失 政院：誤解",-2,"M.1500300822.A.F3E","前瞻計畫","政治",0.1,0.1
"5308",2017-07-18,"Re: [新聞] 前瞻特別預算遭批4缺失 政院：誤解",-7,"M.1500312658.A.034","前瞻計畫","政治",0.1,0.1
"5309",2017-07-18,"[新聞] 不滿前瞻？柯：看到不對的 拿出來講",91,"M.1500336563.A.2FB","前瞻計畫","政治",1,1
"5310",2017-07-18,"[新聞] 批前瞻反被陰？柯P火了",2,"M.1500343078.A.BBE","前瞻計畫","政治",0.5,0.5
"5311",2017-07-18,"[新聞] 高金素梅諷：小英用前瞻弄錢給地方執政同",-17,"M.1500346204.A.0DA","前瞻計畫","政治",0.1,0.1
"5312",2017-07-18,"[新聞] 前瞻預算吵翻天！邱議瑩對嗆王育敏：有這",-2,"M.1500349702.A.E0A","前瞻計畫","政治",0.1,0.1
"5313",2017-07-18,"[新聞] 陳明文許毓仁爆衝突 前瞻初審濺血",19,"M.1500351009.A.39F","前瞻計畫","政治",0.5,0.5
"5314",2017-07-18,"[新聞] 前瞻審查／費鴻泰破壞立院音響　林為洲",20,"M.1500352460.A.A0A","前瞻計畫","政治",0.5,0.5
"5315",2017-07-22,"Re: [新聞] 東港爭高捷南延 拒25億前瞻輕軌",-1,"M.1500701348.A.2A7","前瞻計畫","政治",0.1,0.1
"5316",2017-07-22,"Re: [新聞] 東港爭高捷南延 拒25億前瞻輕軌",33,"M.1500704390.A.82C","前瞻計畫","政治",0.5,0.5
"5317",2017-07-22,"[新聞] 前瞻年花千億效果160億費鴻泰:不知羞恥",-9,"M.1500727905.A.C38","前瞻計畫","政治",0.1,0.1
"5318",2017-07-22,"[新聞] 柯文哲：基隆輕軌前瞻第一炮就被打槍",9,"M.1500732325.A.B28","前瞻計畫","政治",0.5,0.5
"5319",2017-07-22,"Re: [新聞] 10分鐘唸完前瞻審查報告 立院二次臨會落",1,"M.1500732669.A.42B","前瞻計畫","政治",0.5,0.5
"5320",2017-07-23,"[問卦] 拼命稱讚中國建設卻反對台灣前瞻建設",13,"M.1500775523.A.559","前瞻計畫","政治",0.5,0.5
"5321",2017-07-23,"[新聞] 杯葛前瞻 國民黨甲動像在演戲",6,"M.1500818775.A.ADF","前瞻計畫","政治",0.5,0.5
"5322",2017-07-24,"[問卦] 前瞻計畫可以買幾艘福特號",0,"M.1500881569.A.34B","前瞻計畫","政治",0.1,0.1
"5323",2017-07-24,"Re: [問卦] 前瞻計畫可以買幾艘福特號",2,"M.1500882706.A.3B8","前瞻計畫","政治",0.5,0.5
"5324",2017-07-25,"[新聞] 批前瞻輕軌預算「畫虎爛」 柯P：債留子孫",10,"M.1500965385.A.61D","前瞻計畫","政治",0.5,0.5
"5325",2017-07-25,"[新聞] 柯文哲批前瞻畫虎爛　不負責任亂報預算",34,"M.1500969483.A.336","前瞻計畫","政治",0.5,0.5
"5326",2017-07-25,"[新聞] 立院下月21日開臨時會　柯建銘：拚前瞻",-6,"M.1500987548.A.70B","前瞻計畫","政治",0.1,0.1
"5327",2017-07-25,"[新聞] 前瞻增高捷黃線1430億　高雄人負債「更沉",30,"M.1500987688.A.A0A","前瞻計畫","政治",0.5,0.5
"5328",2017-07-25,"[新聞] 前瞻攻防　柯建銘酸藍沒策略時力在表演",-4,"M.1500997623.A.608","前瞻計畫","政治",0.1,0.1
"5329",2017-07-26,"Re: [新聞] 前瞻攻防　柯建銘酸藍沒策略時力在表演",2,"M.1500999148.A.78F","前瞻計畫","政治",0.5,0.5
"5330",2017-07-26,"[新聞] 柯文哲批前瞻畫虎爛 不負責任亂報預算",136,"M.1501035637.A.BF1","前瞻計畫","政治",2,1.5
"5331",2017-07-26,"[爆卦]前瞻撈金魚!能先撈就撈，欠債4200億也要撈",-15,"M.1501080142.A.5F0","前瞻計畫","政治",0.1,0.1
"5332",2017-07-27,"[新聞] 藍委備6800案杯葛前瞻 助理嘆：沒意義",17,"M.1501122108.A.030","前瞻計畫","政治",0.5,0.5
"5333",2017-07-27,"[問卦] 請問買不到任天堂Switch前瞻後就買的到?",-13,"M.1501128651.A.149","前瞻計畫","政治",0.1,0.1
"5334",2017-07-28,"[新聞] 第一張前瞻軌道視覺化地圖誕生",1,"M.1501221125.A.F61","前瞻計畫","政治",0.5,0.5
"5335",2017-07-28,"[新聞] 官員不下鄉講前瞻忙出國考察 林全不開心",0,"M.1501225925.A.496","前瞻計畫","政治",0.1,0.1
"5336",2017-08-01,"[新聞] 背包客藝術換宿被舉報違法 立委批文化無前瞻",3,"M.1501563986.A.2D3","前瞻計畫","政治",0.5,0.5
"5337",2017-08-02,"[新聞] 新北第49公托開幕 朱立倫：超越前瞻規模",94,"M.1501685323.A.B67","前瞻計畫","政治",1,1
"5338",2017-08-03,"Re: [新聞] 新北第49公托開幕 朱立倫：超越前瞻規模",0,"M.1501721794.A.2FB","前瞻計畫","政治",0.1,0.1
"5339",2017-08-03,"Re: [新聞] 新北第49公托開幕 朱立倫：超越前瞻規模",3,"M.1501731555.A.AD2","前瞻計畫","政治",0.5,0.5
"5340",2017-08-03,"Re: [問卦] 8800億夠不夠反攻大陸？",4,"M.1501766549.A.602","前瞻計畫","政治",0.5,0.5
"5341",2017-08-04,"Re: [問卦] 為何前瞻項目裡沒有核五核六?",1,"M.1501788621.A.4A4","前瞻計畫","政治",0.5,0.5
"5342",2017-08-04,"[新聞] 護航前瞻？ 黃國昌：不為浮濫計畫背書",1,"M.1501849051.A.927","前瞻計畫","政治",0.5,0.5
"5343",2017-08-05,"[新聞] 台中市轉大人 蔡其昌：前瞻是大補方",4,"M.1501947322.A.C99","前瞻計畫","政治",0.5,0.5
"5344",2017-08-06,"[新聞] 柱：一中同表才是真前瞻",-24,"M.1501984575.A.448","前瞻計畫","政治",0.1,0.1
"5345",2017-08-06,"Re: [新聞] 柱：一中同表才是真前瞻",2,"M.1501985807.A.527","前瞻計畫","政治",0.5,0.5
"5346",2017-08-06,"Re: [新聞] 柱：一中同表才是真前瞻",1,"M.1501986593.A.1D9","前瞻計畫","政治",0.5,0.5
"5347",2017-08-06,"Re: [新聞] 柱：一中同表才是真前瞻",0,"M.1501986803.A.D13","前瞻計畫","政治",0.1,0.1
"5348",2017-08-06,"[問卦] 8千億的前瞻假如 w/o 電力",4,"M.1502002703.A.197","前瞻計畫","政治",0.5,0.5
"5349",2017-08-06,"[新聞] 「沒正直誠信的共犯結構」　柯文哲轟前瞻",34,"M.1502005376.A.997","前瞻計畫","政治",0.5,0.5
"5350",2017-08-07,"[新聞] 藍委擬找柯文哲合作　力擋前瞻計畫特別預",15,"M.1502096793.A.81D","前瞻計畫","政治",0.5,0.5
"5351",2017-08-07,"[新聞] 被藍拉攏擋前瞻？ 柯P要國民黨「多讀書」",116,"M.1502098076.A.FF9","前瞻計畫","政治",2,1.5
"5352",2017-08-07,"[問卦] 8800億可以吃到三分飽嗎？",0,"M.1502100991.A.297","前瞻計畫","政治",0.1,0.1
"5353",2017-08-08,"[新聞] 國民黨邀合作「反前瞻」遭打臉　柯文哲這麼說…",96,"M.1502151390.A.93C","前瞻計畫","政治",1,1
"5354",2017-08-08,"[新聞] 轟前瞻被批不厚道 柯文哲：我有罵不對？",78,"M.1502152165.A.150","前瞻計畫","政治",1,1
"5355",2017-08-08,"[問卦] 電缺成這樣 那8800億中的捷運到時怎動?",49,"M.1502156662.A.A87","前瞻計畫","政治",0.5,0.5
"5356",2017-08-08,"Re: [問卦] 電缺成這樣 那8800億中的捷運到時怎動?",5,"M.1502157077.A.DAD","前瞻計畫","政治",0.5,0.5
"5357",2017-08-08,"[問卦] 台灣用愛發電 那8800億輕軌蓋了怎麼動？",7,"M.1502172861.A.AE6","前瞻計畫","政治",0.5,0.5
"5358",2017-08-08,"Re: [新聞] 被藍拉攏擋前瞻？ 柯P要國民黨「多讀書」",3,"M.1502202765.A.0C5","前瞻計畫","政治",0.5,0.5
"5359",2017-08-09,"[新聞] 林全：力推前瞻 實現三大願景",-10,"M.1502234269.A.867","前瞻計畫","政治",0.1,0.1
"5360",2017-08-09,"[新聞] 談前瞻 林全:能帶動1兆投資 讓台灣變一流",-4,"M.1502245440.A.DB2","前瞻計畫","政治",0.1,0.1
"5361",2017-08-09,"[問卦] 如果前瞻建設蓋好之後都不用電？",2,"M.1502261709.A.E26","前瞻計畫","政治",0.5,0.5
"5362",2017-08-10,"[問卦] 8800億撒下去  對台灣的影響是？",42,"M.1502339008.A.702","前瞻計畫","政治",0.5,0.5
"5363",2017-08-10,"Re: [問卦] 8800億撒下去  對台灣的影響是？",-10,"M.1502339529.A.D7A","前瞻計畫","政治",0.1,0.1
"5364",2017-08-10,"Re: [問卦] 8800億撒下去  對台灣的影響是？",6,"M.1502340677.A.2A6","前瞻計畫","政治",0.5,0.5
"5365",2017-08-10,"Re: [問卦] 8800億撒下去  對台灣的影響是？",4,"M.1502341528.A.1FF","前瞻計畫","政治",0.5,0.5
"5366",2017-08-10,"Re: [問卦] 8800億撒下去  對台灣的影響是？",-1,"M.1502342461.A.392","前瞻計畫","政治",0.1,0.1
"5367",2017-08-10,"Re: [問卦] 8800億撒下去  對台灣的影響是？",0,"M.1502343622.A.E99","前瞻計畫","政治",0.1,0.1
"5368",2017-08-10,"Re: [問卦] 8800億撒下去  對台灣的影響是？",1,"M.1502343963.A.FEE","前瞻計畫","政治",0.5,0.5
"5369",2017-08-10,"[爆卦] 基隆-台北運量縮減，這就是前瞻??",101,"M.1502344046.A.FC5","前瞻計畫","政治",2,1.5
"5370",2017-08-10,"Re: [爆卦] 基隆-台北運量縮減，這就是前瞻??",-2,"M.1502347749.A.079","前瞻計畫","政治",0.1,0.1
"5371",2017-08-10,"Re: [爆卦] 基隆-台北運量縮減，這就是前瞻??",-6,"M.1502347980.A.088","前瞻計畫","政治",0.1,0.1
"5372",2017-08-10,"Re: [問卦] 8800億撒下去  對台灣的影響是？",4,"M.1502348183.A.93B","前瞻計畫","政治",0.5,0.5
"5373",2017-08-10,"Re: [爆卦] 基隆-台北運量縮減，這就是前瞻??",2,"M.1502349337.A.CF0","前瞻計畫","政治",0.5,0.5
"5374",2017-08-10,"Re: [問卦] 8800億撒下去  對台灣的影響是？",0,"M.1502349495.A.4A9","前瞻計畫","政治",0.1,0.1
"5375",2017-08-12,"[新聞]馬英九自曝曾患B肝　盼爭取前瞻經費推保肝",21,"M.1502526647.A.EF2","前瞻計畫","政治",0.5,0.5
"5376",2017-08-12,"[新聞] 高市 搞前瞻大額舉債 欠勞工小錢賴帳",13,"M.1502537350.A.561","前瞻計畫","政治",0.5,0.5
"5377",2017-08-13,"Re: [問卦]3分鐘解讀前瞻軌道建設研究報告(4) C3C4C6",0,"M.1502610287.A.D73","前瞻計畫","政治",0.1,0.1
"5378",2017-08-13,"[新聞] 急轉彎？ 柯P：從未反對前瞻建設",30,"M.1502638645.A.8D7","前瞻計畫","政治",0.5,0.5
"5379",2017-08-14,"Re: [爆卦] 基隆-台北運量縮減，這就是前瞻??",4,"M.1502682639.A.95D","前瞻計畫","政治",0.5,0.5
"5380",2017-08-14,"[問卦] 為什麼前瞻要吃淡海輕軌豆腐的八卦?",0,"M.1502693210.A.E64","前瞻計畫","政治",0.1,0.1
"5381",2017-08-15,"[新聞] 柯Ｐ批國民黨朝三暮四　前瞻改成4年4200",7,"M.1502730134.A.E77","前瞻計畫","政治",0.5,0.5
"5382",2017-08-15,"[問卦] 沒電怎麼前瞻？！",3,"M.1502795919.A.975","前瞻計畫","政治",0.5,0.5
"5383",2017-08-15,"[問卦] 前瞻的錢可以拿來做替代能源嗎？",5,"M.1502805219.A.2C6","前瞻計畫","政治",0.5,0.5
"5384",2017-08-15,"Re: [問卦] 前瞻的錢可以拿來做替代能源嗎？",1,"M.1502805727.A.656","前瞻計畫","政治",0.5,0.5
"5385",2017-08-16,"[新聞] 臨時會趕審前瞻  民進黨盼提前至18日",2,"M.1502845479.A.3C7","前瞻計畫","政治",0.5,0.5
"5386",2017-08-16,"[新聞] 【有片】前瞻預算未強化電網　林全：前",0,"M.1502866517.A.863","前瞻計畫","政治",0.1,0.1
"5387",2017-08-16,"[新聞] 前瞻蓋軌道…「載傻瓜運去哪」　郝廣才",5,"M.1502889629.A.3D0","前瞻計畫","政治",0.5,0.5
"5388",2017-08-17,"[新聞] 綠委建議增加前瞻綠能預算",-17,"M.1502957403.A.3B6","前瞻計畫","政治",0.1,0.1
"5389",2017-08-17,"[新聞] 815大停電震盪 綠委建議增加前瞻綠能預算",-10,"M.1502958083.A.731","前瞻計畫","政治",0.1,0.1
"5390",2017-08-17,"Re: [新聞] 815大停電震盪 綠委建議增加前瞻綠能預算",1,"M.1502958999.A.573","前瞻計畫","政治",0.5,0.5
"5391",2017-08-17,"[新聞] 前瞻計畫台中4軌道案全納入",-4,"M.1502960101.A.445","前瞻計畫","政治",0.1,0.1
"5392",2017-08-17,"[問卦] 前瞻到底是要瞻什麼?",-1,"M.1502980080.A.580","前瞻計畫","政治",0.1,0.1
"5393",2017-08-18,"[新聞] 「沒有電哪來前瞻」 國民黨要求閣揆報告",18,"M.1503046189.A.F7B","前瞻計畫","政治",0.5,0.5
"5394",2017-08-18,"[新聞] 立法院今開臨時會審前瞻　藍委拒出席朝",1,"M.1503050246.A.E70","前瞻計畫","政治",0.5,0.5
"5395",2017-08-20,"[新聞] 前瞻公托計畫預算不到1% 兒盟籲比照日本",4,"M.1503198686.A.871","前瞻計畫","政治",0.5,0.5
"5396",2017-08-21,"[新聞] 拼過關 綠營喊砍16億前瞻預算",-7,"M.1503287510.A.700","前瞻計畫","政治",0.1,0.1
"5397",2017-08-21,"[新聞] 林錫耀：前瞻溝通不足 應再加強",1,"M.1503290949.A.524","前瞻計畫","政治",0.5,0.5
"5398",2017-08-21,"[新聞] 藍委要刪330億前瞻預算　籲綠委別假監督",3,"M.1503309558.A.6C5","前瞻計畫","政治",0.5,0.5
"5399",2017-08-22,"[問卦] 有沒有前瞻提案破萬的掛？",0,"M.1503384185.A.F70","前瞻計畫","政治",0.1,0.1
"5400",2017-08-22,"[新聞] 藍委擋前瞻　竟提案唸《金剛經》消政府災",-3,"M.1503407352.A.11F","前瞻計畫","政治",0.1,0.1
"5401",2017-08-22,"[新聞] 【獨家】藍委擋前瞻　竟提案唸《金剛經》",3,"M.1503414409.A.588","前瞻計畫","政治",0.5,0.5
"5402",2017-08-23,"[ＦＢ] kmt提了一個很棒的前瞻案子",1,"M.1503419360.A.F91","前瞻計畫","政治",0.5,0.5
